product,tier_name,lowest_paid_tier_annual_price,research
Budibase,Pro,120.0,"{'tier_name': ""The lowest paid tier is called 'Pro' according to Budibase's official pricing page accessed on 2026-01-21 [519346]."", 'lowest_paid_tier_annual_price': 'The Pro tier costs $10 per app creator per month when billed yearly, which equals $120 per app creator annually [519346, 66d4d8]. This represents the minimum base cost to start with a paid Budibase plan. Note: The pricing is usage-based with additional per-user costs ($2/month or $24/year per user), but the per-creator cost represents the starting point for any paid plan. Budibase also offers a Free tier with no cost, but the task specifically asks for the lowest PAID tier.'}"
Tooljet,Starter,228.0,"{'tier_name': ""Starter tier identified from Tooljet's official pricing page. This is available for ToolJet Cloud deployments and is the lowest-cost paid plan (excluding the free tier) [7a3513]"", 'lowest_paid_tier_annual_price': 'Starter plan costs $19 per builder/month, calculated as annual price by multiplying monthly price by 12: $19 × 12 = $228 USD [7a3513]. Source: https://www.tooljet.com/pricing'}"
Airplane,No active pricing - product discontinued,0.0,"{'lowest_paid_tier_annual_price': ""Airplane was a developer platform for internal tools that raised $40.5M total, with the latest Series B round announced in September 2022. According to OnlyCFO article titled 'Airtable Acquires and Kills Airplane', the product was acquired by Airtable and subsequently discontinued. The pricing page URL (airplane.dev/pricing) returned no content, indicating the product is no longer active or publicly available. Since the product has been discontinued and pricing information is not publicly accessible, the price is reported as 0."", 'tier_name': 'The product Airplane has been discontinued following acquisition by Airtable, so no active pricing tiers exist. The search results confirmed the acquisition and shutdown of the independent product, making it impossible to identify a current lowest paid tier.'}"
Superblocks,Starter,492.0,"{'tier_name': ""The lowest paid tier is named 'Starter' according to TrustRadius, which lists Superblocks pricing tiers as Starter ($41/month), Pro ($70/month), and Enterprise ($141/month) [0f0534]. This is corroborated by SaaSworthy which also identifies Starter as the lowest paid tier [43bb73]. G2 lists different pricing with a 'Pro' tier at $49/month as the lowest paid option [9792dd]."", 'lowest_paid_tier_annual_price': 'The annual price is $492 USD, calculated from the TrustRadius source showing Starter at $41 per month ($41 × 12 = $492) [0f0534]. Note: There is conflicting pricing information across sources - SaaSworthy shows $29/month when billed yearly ($348 annual) [43bb73], while G2 shows Pro at $49/month ($588 annual) [9792dd]. The official Superblocks pricing page (https://www.superblocks.com/pricing) offers only custom pricing based on number of creators and users, with no public tier pricing listed. The TrustRadius figure of $41/month for Starter appears to be the most recent comprehensive pricing data available (dated 2026-01-21), making $492 the most reliable answer, though pricing variability across sources suggests this may vary by deployment model or billing terms.'}"
Windmill,Enterprise,1440.0,"{'tier_name': ""Windmill offers a Free tier at $0/month and an Enterprise tier starting at $120/month. The pricing page (Document ID: cef6c2) indicates that Enterprise is the lowest paid tier, with the Free tier not being a paid option. The page states 'Windmill is free to use' with the Enterprise tier starting from $120/month for advanced observability, security, and performance features including the Windmill Enterprise Edition, uncapped SSO, commercial license, SLA, priority support, and dedicated communication channels."", 'lowest_paid_tier_annual_price': ""Based on the official Windmill pricing page (Document ID: cef6c2), the Enterprise plan starts at $120/month. Calculation: $120/month × 12 months = $1,440 USD annually. This is derived from the pricing documentation that explicitly states 'Enterprise: This tier starts from $120/month'. The Free tier at $0/month is not a paid tier, making Enterprise the lowest paid tier available.""}"
Noloco,Starter,468.0,"{'tier_name': ""The tier name 'Starter' was obtained from Noloco's official pricing page [0d366f]. This is the lowest cost paid tier offered by the company, with a free tier also available as an alternative."", 'lowest_paid_tier_annual_price': ""The annual price of $468 USD was obtained from Noloco's official pricing page [0d366f], which lists the Starter tier at $39 per month, calculated as $39 × 12 = $468 annual cost.""}"
Airtable,Team,240.0,"{'tier_name': ""The 'Team' plan is the lowest paid tier for Airtable, as confirmed on the official Airtable pricing page [e3e738]."", 'lowest_paid_tier_annual_price': 'The Team plan costs $20 per seat per month when billed annually [e3e738]. Multiplying by 12 months gives an annual price of $240 per seat. This is the lowest paid tier, as Airtable also offers a Free plan and higher-tier plans (Business and Enterprise Scale) that cost more [e3e738].'}"
Coda,Pro,102.0,"{'tier_name': ""The Pro plan is identified as Coda's lowest paid tier on the official pricing page at https://coda.io/pricing [c1e44d]."", 'lowest_paid_tier_annual_price': ""The Pro plan costs $10 per Doc Maker per month on the official Coda pricing page [c1e44d]. The pricing page explicitly states 'Pay annually 15% off', resulting in an annual price of $102 per Doc Maker ($10 × 12 months = $120 with 15% discount = $102) [c1e44d]. This is the actual discounted annual price advertised on the pricing page, not the basic monthly-to-annual calculation. Note: This is per Doc Maker (per user), not a flat organization rate.""}"
Baserow,Premium,120.0,"{'tier_name': ""The lowest paid tier is named 'Premium' as stated on Baserow's official pricing page (Document ID: c16424). This is the cheapest option among the paid plans, with an Advanced tier available at higher pricing."", 'lowest_paid_tier_annual_price': 'The Premium tier costs $10 per user/month when billed yearly, which calculates to $120 per user annually ($10 × 12 months). This is the standard annual calculation method as requested in the task instructions [c16424]. Note that this is per-user pricing; total organizational cost would depend on number of users. A monthly billing option is also available at $12 per user/month ($144 annually), but the yearly billing rate of $10/user/month is the lower cost option.'}"
NocoDB,Plus,1296.0,"{'tier_name': ""The tier name 'Plus' was obtained from NocoDB's official pricing page. This is NocoDB's lowest paid tier, as confirmed by the pricing documentation which lists three paid tiers: Plus ($108/month billed annually), Business ($216/month billed annually), and Enterprise (starting at $1,000/month) [49cb95]."", 'lowest_paid_tier_annual_price': ""The annual price of $1,296 is calculated from the 'Plus' tier's billing rate of $108 per month when billed annually, as stated on https://nocodb.com/pricing [49cb95]. This represents the minimum price for any paid tier offered by NocoDB.""}"
Rows,Plus,72.0,"{'tier_name': ""The lowest paid tier is called 'Plus', confirmed from the official Rows pricing page [73b1b0, 3767bc]."", 'lowest_paid_tier_annual_price': 'The Plus plan costs $6/month per user when billed annually, which totals $72 per year per user [3767bc]. This is the lowest paid tier according to the official Rows pricing page accessed on 2026-01-21. Note: Some third-party sources (G2, SaaSworthy) listed $59/month pricing, but this appears to be outdated. The official source provides the current accurate pricing of $72 annual per user for the Plus tier.'}"
Webflow,Basic,168.0,"{'tier_name': ""The Basic plan is Webflow's lowest paid tier. This was found on Webflow's official pricing page which lists site plans including a free Starter plan, and then paid plans starting with Basic [bb67f7]."", 'lowest_paid_tier_annual_price': ""The Basic plan costs $14 per month when billed annually, which equals $168 per year ($14 × 12 months). This pricing was obtained from Webflow's official pricing page at webflow.com/pricing [bb67f7]. The page was last updated on 2026-01-21, making this information current as of the task date.""}"
Framer Sites,Basic,120.0,"{'tier_name': ""The tier name 'Basic' is the lowest paid tier for Framer Sites, as confirmed on the official Framer pricing page [00e48e] dated 2026-01-21."", 'lowest_paid_tier_annual_price': 'The Basic tier costs $10 per month, which converts to $120 annually ($10 × 12 months). This information comes directly from the official Framer pricing page [00e48e]. There is a free tier available but the task specifically requested the lowest paid (non-free) tier.'}"
Bubble,Starter,384.0,"{'tier_name': ""The lowest paid tier is named 'Starter' according to Bubble's pricing structure documented in a 2025 pricing guide [209bd3]."", 'lowest_paid_tier_annual_price': 'The Starter tier costs $32 per month [209bd3]. Multiplying by 12 months yields an annual price of $384. This is the lowest paid tier, as Bubble offers a Free tier at $0/month that is not a paid tier [209bd3].'}"
Softr,Basic,588.0,"{'tier_name': ""The lowest paid tier for Softr is called 'Basic', as confirmed on the official Softr pricing page dated 2026-01-21 [c0bbe9]. This is the cheapest plan excluding the free tier."", 'lowest_paid_tier_annual_price': 'The Basic tier costs $49 per month when billed yearly, which equals $588 annually [c0bbe9]. This was verified directly from the official Softr pricing page (https://www.softr.io/pricing) as of 2026-01-21.'}"
Carrd,Pro Lite,9.0,"{'tier_name': ""The tier name 'Pro Lite' was obtained from the official Carrd pricing page (https://carrd.co/pro), which was queried to identify the lowest paid tier. This was confirmed by the search results which described Pro Lite as the entry-level Pro plan [948d22]."", 'lowest_paid_tier_annual_price': 'The annual price of $9 USD for the Pro Lite tier was obtained from the official Carrd pricing page (https://carrd.co/pro) and is documented in the response from querying that page [948d22]. This represents the lowest paid tier available; Carrd also offers a free tier with limited functionality, but the $9/year Pro Lite is the cheapest paid option.'}"
Super.so,Personal site,144.0,"{'tier_name': ""The lowest paid tier is called 'Personal site' according to the official Super.so pricing page [c18306]."", 'lowest_paid_tier_annual_price': 'The annual price for the Personal site tier is $144/year, as confirmed on the Super.so annual pricing page [4b4273]. This represents the monthly price of $16/month [c18306] billed annually, which equates to $192/year if paid monthly ($16 × 12), but the annual billing option provides a discount, reducing the effective cost to $144/year.'}"
Typedream,Launch,180.0,"{'tier_name': ""The tier name 'Launch' is the lowest paid tier for Typedream, as confirmed on their official pricing page at https://typedream.com/pricing [bfc625]"", 'lowest_paid_tier_annual_price': 'The Launch tier costs $180 per year (equivalent to $15/month billed annually), making it the cheapest paid plan. This was obtained from the official Typedream pricing page [bfc625]. Typedream also offers a Free tier at $0/year and a higher Grow tier at $504/year, but Launch is the lowest-cost paid option.'}"
OpenAI API,Tier 1,60.0,"{'tier_name': ""OpenAI API uses usage-based tiers rather than named subscription plans. The lowest paid tier is 'Tier 1' which requires a minimum $5 payment to access. This information comes from the OpenAI rate limits documentation [d879a0]."", 'lowest_paid_tier_annual_price': ""The calculation is based on annualizing the Tier 1 minimum payment requirement of $5, multiplied by 12 months = $60. However, it's important to note that OpenAI API does not operate on traditional subscription tiers with fixed monthly/annual fees. Instead, it uses a pay-as-you-go model where users prepay credits. The $5 is a minimum prepayment threshold to access Tier 1 rate limits [d879a0]. There is a Free Tier available that allows $100/month usage, so if the intent is only 'paid' subscription plans with recurring charges, OpenAI API technically has no such traditional tier [b9569c]. The $60 annual figure represents the minimum one-time payment to move from Free Tier to Tier 1, annualized as instructed.""}"
Anthropic API,Pro,200.0,"{'tier_name': ""The lowest paid tier is called 'Pro' according to the official Claude pricing page [b7e640]. This is the minimum cost paid plan for individual users."", 'lowest_paid_tier_annual_price': 'The Pro tier costs $200 annually when billed annually ($17 per month with annual subscription discount) or $240 per year when billed monthly at $20/month [b7e640]. The annual billing option is the lowest paid tier at $200/year. Source: https://claude.com/pricing [b7e640]'}"
Cohere,Starter,468.0,"{'tier_name': ""The Starter plan is identified as the lowest paid tier from SaaSworthy's documentation of Cohere pricing [0e4ea1]. However, there is significant uncertainty here: Cohere's official pricing page (https://cohere.com/pricing) indicates they use a pay-as-you-go model based on token usage rather than fixed subscription tiers. The SaaSworthy data is from July 30, 2020, which is over 5 years old and may not reflect current pricing. The official Cohere pricing page accessed on 2026-01-21 does not mention Starter, Team, or Professional subscription plans, only per-token API pricing and enterprise custom pricing."", 'lowest_paid_tier_annual_price': ""Calculated as $39.00 per month × 12 months = $468 annually [0e4ea1]. This calculation is based on the Starter plan pricing. However, this figure should be treated with caution because: (1) the source data is from July 2020 and significantly outdated; (2) Cohere's current official pricing page uses a pay-as-you-go token-based model, not subscription tiers; and (3) it is possible Cohere no longer offers these subscription plans. If Cohere has transitioned entirely to pay-as-you-go pricing with no fixed subscription tiers, the answer could potentially be 0. Based on available information, 468 is the best answer, but confidence is low.""}"
AI21 Labs,Pay As You Go,0.0,"{'tier_name': ""AI21 Labs' lowest paid tier is 'Pay As You Go' as documented on their official pricing page [070d1b]. This is a usage-based plan that provides access to all features, Foundation model APIs & SDK, and unlimited seats."", 'lowest_paid_tier_annual_price': ""Set to 0 because the 'Pay As You Go' plan is entirely usage-based with no fixed annual fee. Pricing is per token consumed ($0.2-$2 per million input tokens and $0.4-$8 per million output tokens depending on the model) [070d1b]. Since there is no minimum annual commitment or fixed tier price, an annual price in the traditional sense does not exist. The task instructions specify using 0 when there is no fixed paid tier price structure.""}"
Mistral AI,Pro,179.88,"{'tier_name': ""The Pro tier is identified as the lowest paid tier on Mistral AI's official pricing page dated 2026-01-21 [95ef04]. It is priced at $14.99/month USD, which is lower than the Team tier at $24.99/month/user and the Enterprise tier which requires custom pricing."", 'lowest_paid_tier_annual_price': 'Annual price calculated from the Pro tier monthly price of $14.99 USD per month multiplied by 12 months, totaling $179.88 USD annually [95ef04]. This is based on the official Mistral AI pricing page retrieved on 2026-01-21.'}"
Groq,Developer,0.0,"{'tier_name': 'Groq offers three GroqCloud tiers: Free, Developer, and Enterprise [1560d9]. The Developer tier is the lowest paid tier, as it is the first tier above the free offering [1560d9]. The Free tier costs $0, while Developer is pay-per-token and Enterprise requires contacting sales [1560d9].', 'lowest_paid_tier_annual_price': ""Groq's Developer tier uses a 'Pay Per Token' model with no fixed subscription cost or minimum monthly charge [b8f308, 1560d9]. Since there is no mandatory fixed annual charge and users only pay for actual token consumption, the theoretical minimum annual cost is $0 (if no tokens are used). The pricing page shows purely usage-based pricing with no traditional SaaS subscription tiers [6c80fe]. Per the task instructions, when pricing isn't in a traditional tier format or there's no minimum commitment, the lowest paid tier annual price should be reported as 0.""}"
Together AI,Build Tier 1,5.0,"{'tier_name': ""Together AI uses a 'Build Tier' system based on lifetime spend. Build Tier 1 is the lowest paid tier, accessed with a minimum $5 credit purchase [e4ff98]. This is not a traditional SaaS subscription tier but rather an account access level in their consumption-based model [e4ff98, 900901]."", 'lowest_paid_tier_annual_price': 'Together AI requires a minimum $5 credit purchase to access the platform and reach Build Tier 1 [e4ff98]. This is a one-time minimum purchase requirement, not a recurring annual subscription. Since Together AI does not offer traditional monthly or annual subscription plans with fixed prices and operates purely on consumption-based usage [900901], the $5 represents the minimum entry point to access paid services. Interpreted as an annual figure per the task requirements, this is 5 USD [e4ff98].'}"
Fireworks AI,Serverless Inference (Pay-as-you-go),0.0,"{'lowest_paid_tier_annual_price': 'Fireworks AI does not offer traditional subscription tiers with fixed annual prices. Instead, they use a usage-based pricing model where customers pay per token, per second, or per GPU hour depending on the service used. The pricing page at https://fireworks.ai/pricing shows three main pricing tiers: Serverless Inference, Fine Tuning, and On-Demand Deployments, all with variable costs based on usage [bc1f0e]. Since there are no fixed annual subscription plans or named paid tiers with annual prices, the lowest paid tier annual price is 0.', 'tier_name': ""Fireworks AI's primary pricing model is 'Serverless Inference' which operates on a pay-as-you-go basis with per-token pricing (e.g., $0.008-$0.1 per 1M tokens depending on model size for embeddings and text models under 4B parameters). This is their lowest-cost entry point for paid usage, though customers can also start with $1 in free credits [bc1f0e]. Since this is not a named subscription tier but rather a usage-based service, it is designated as 'Serverless Inference (Pay-as-you-go)'.""}"
Anyscale,Pay-as-you-go (no fixed pricing tiers),0.0,"{'tier_name': ""Anyscale uses a usage-based pricing model with no traditional named pricing tiers. Their pricing page (https://www.anyscale.com/pricing) clearly states they offer a 'Pay as you go' approach where customers only pay for compute used on demand with no monthly fixed fees [09b6cf]. Customers get $100 in Anyscale Credits when they start, then pay based on instance type and usage (e.g., CPU Only costs AC 0.0642/hr). For committed contracts and volume discounts, customers must contact sales."", 'lowest_paid_tier_annual_price': ""Anyscale does not have traditional paid pricing tiers with fixed annual costs. They use purely usage-based pricing with no minimum commitment or fixed fees [09b6cf]. Since there are no named paid tiers with fixed prices, the lowest paid tier annual price is 0, following the instruction that if a product has no paid tier structure, use 0 for price. The $100 welcome credit is provided upfront but does not constitute a 'paid tier'.""}"
Pinecone,Standard,600.0,"{'tier_name': ""The lowest paid tier is named 'Standard' according to Pinecone's official pricing page [76f7b7]. Pinecone offers a free 'Starter' plan, making Standard the lowest paid tier."", 'lowest_paid_tier_annual_price': 'The Standard plan has a $50 monthly minimum charge [76f7b7]. The annual price is calculated as $50/month × 12 months = $600/year. After the $50 minimum is met, additional usage is billed on a pay-as-you-go basis, but the minimum annual commitment is $600.'}"
Weaviate Cloud,Flex,540.0,"{'tier_name': ""The tier name 'Flex' comes from the official Weaviate Cloud pricing page (https://weaviate.io/pricing), which lists 'Flex' as a pricing tier starting at $45/month [dfb073]."", 'lowest_paid_tier_annual_price': ""The annual price of $540 is calculated from the Flex tier's monthly price of $45/month multiplied by 12 months. This was obtained from the official Weaviate pricing page [dfb073]. Flex is the lowest paid tier offered, with Premium starting at $400/month ($4,800 annually) as the only other paid option listed.""}"
Qdrant Cloud,Managed Cloud,0.0,"{'tier_name': ""Qdrant Cloud offers a 'Managed Cloud' tier that starts at $0 with a 1GB free cluster requiring no credit card [6b17d5]. The official pricing page indicates 'Managed Cloud. Starting at $0' [6b17d5]. Beyond the free tier, pricing is usage-based through a calculator rather than fixed tier plans, with costs tied to CPU, memory, and disk storage usage [3bb06f]."", 'lowest_paid_tier_annual_price': ""Qdrant Cloud's pricing structure is usage-based rather than fixed tier pricing [6b17d5, 3bb06f]. The 'Managed Cloud' starts at $0 with a free 1GB cluster. Users are directed to a pricing calculator to determine costs based on their specific resource usage. While sources mention users paying amounts like $85-130/month based on their cluster configuration, there are no explicitly named paid tiers with fixed annual prices. Given this usage-based model with no fixed paid tier below the free tier, the lowest paid tier annual price is reported as 0.""}"
Chroma,Team,3000.0,"{'tier_name': ""The Team tier is identified as the lowest paid tier on Chroma's official pricing page at https://www.trychroma.com/pricing [116fd1]. Chroma offers three tiers: Starter (free), Team (paid), and Enterprise."", 'lowest_paid_tier_annual_price': 'The Team tier is priced at $250/month plus usage costs, resulting in an annual base price of $3,000 ($250 × 12 months) [116fd1]. This is the lowest paid tier available; the Starter tier is free. The page was last updated 2026-01-21.'}"
Zilliz Cloud,Standard,0.0,"{'tier_name': ""The lowest paid tier for Zilliz Cloud is called 'Standard' [87d7f0]. This tier offers both Serverless and Dedicated deployment options [87d7f0]."", 'lowest_paid_tier_annual_price': ""The Standard plan Serverless option starts at $0/month with no minimum monthly charge [b25415], which annualizes to $0 per year. Since Zilliz Cloud's pricing is usage-based (pay-as-you-go) rather than fixed subscription tiers, and the Serverless option has no minimum cost, the lowest paid tier effectively costs $0 annually. The alternative Standard Dedicated option costs $99/GB/month or $1,188/GB annually [87d7f0], and higher tiers (Enterprise, Business Critical, BYOC) have higher minimums [87d7f0]. Because there is no actual paid minimum for the lowest tier, the annual price is 0.""}"
Milvus,Standard,1188.0,"{'tier_name': ""Milvus refers to an open-source vector database that is 100% free [287e05]. However, Zilliz (the company behind Milvus) offers a fully managed cloud service called Zilliz Cloud, which has paid tiers. The lowest cost paid tier for Zilliz Cloud is the 'Standard' plan at $99/GB/month for Dedicated instances [264675]. The Standard plan also offers a Serverless option starting at $0/month, but this is the free tier. Since the task asks for the lowest paid tier (excluding free), the Standard Dedicated plan is the answer."", 'lowest_paid_tier_annual_price': ""The Standard Dedicated plan for Zilliz Cloud costs $99/GB/month [264675]. Multiplying by 12 months yields $1,188 per GB per year. This represents the minimum annual cost for a paid (non-free) tier. Note: Milvus the open-source product itself has no pricing (it is free), but as a SaaS product, Zilliz Cloud is the managed service offering associated with Milvus. There is also a separate product called milvus.com (an IT management system) with lowest paid tier of $180/year [fbd6f0], but the vector database Milvus at milvus.io with its managed service Zilliz Cloud appears to be the primary SaaS offering when referring to 'Milvus' as a product.""}"
Replicate,No paid tier (usage-based pricing),0.0,"{'tier_name': ""Replicate does not offer traditional subscription tiers with names. According to their official pricing page, 'Replicate's pricing is based on usage, not fixed tiers or subscription plans. You only pay for what you use' [0caf9b]. The platform uses a usage-based model with pay-per-second charges based on hardware type rather than named subscription plans."", 'lowest_paid_tier_annual_price': 'Replicate has no paid subscription tier, only usage-based pricing [0caf9b]. Per the task instructions, when a product has no paid tier, the price should be reported as 0.'}"
Hugging Face,PRO,108.0,"{'tier_name': ""The tier name 'PRO' is documented on Hugging Face's official pricing page [ee3cb4], which lists it as 'PRO Account' at $9 per month."", 'lowest_paid_tier_annual_price': ""The lowest paid tier is PRO at $9 per month [ee3cb4]. Hugging Face offers three paid tiers: PRO ($9/month), Team ($20/user/month), and Enterprise ($50+/user/month). The annual price of $108 is calculated by multiplying the monthly rate by 12 months ($9 × 12 = $108). The pricing information comes from Hugging Face's official pricing page at https://huggingface.co/pricing [ee3cb4].""}"
Modal,Team,3000.0,"{'tier_name': ""The lowest paid tier for Modal is called 'Team' [4b78d0]. Modal's pricing page shows a free 'Starter' plan with $30/month compute credit, followed by paid tiers starting with the Team plan [4b78d0]."", 'lowest_paid_tier_annual_price': 'The Team plan costs $250 per month, which equals $3,000 annually when multiplied by 12 months [4b78d0]. This is the lowest paid tier, as the Starter plan is free and Enterprise pricing is custom/not publicly listed. The annual price of $3,000 does not include compute costs, which are additional, but represents the base monthly subscription fee converted to annual terms [4b78d0].'}"
Banana,Team,14400.0,"{'tier_name': 'The lowest paid tier for Banana.dev (a GPU inference platform) is the Team plan. Source: banana.dev website [21a35c].', 'lowest_paid_tier_annual_price': ""The Team tier costs $1,200 per month plus at-cost compute. Multiplying by 12 months yields $14,400 annually. Source: banana.dev website [21a35c]. Note: This is for Banana.dev, a GPU inference platform. The search identified this as the most likely standalone SaaS product named 'Banana' among several products with that name (Nano Banana Pro is a Google AI product, Banana Accounting Software is an accounting tool). There was also a 'Banana platform' on SaaSworthy with usage-based pricing per second rather than tiered annual pricing.""}"
Baseten,Basic,0.0,"{'tier_name': 'Baseten offers three tiers: Basic, Pro, and Enterprise [f4bf91]. The Basic tier is listed as $0 per month with pay-as-you-go usage-based pricing [f4bf91]. The Pro and Enterprise tiers require a quote for pricing [f4bf91]. Since the Basic tier is the lowest tier but is free ($0/month), and the Pro and Enterprise tiers have no publicly listed fixed annual prices (only quote-based pricing), there is no clear lowest paid tier with a fixed annual cost. The Basic tier is technically the lowest tier but it is free, not paid.', 'lowest_paid_tier_annual_price': 'Baseten has transitioned to purely usage-based pricing for all workspaces not on the Enterprise plan, with no monthly or annual platform fees for the default Startup/Basic plan [f4bf91]. The Basic tier is priced at $0 per month with pay-as-you-go charges. The Pro and Enterprise tiers require a quote and do not have publicly listed fixed annual prices. Therefore, Baseten does not have a publicly available lowest paid tier with a fixed annual price. The answer of 0 reflects that the Basic tier is free, and higher tiers have quote-based pricing without published rates.'}"
Cerebrium,Standard,1200.0,"{'tier_name': ""Cerebrium offers three pricing tiers: Hobby (free), Standard, and Enterprise. The Hobby tier is free with only compute costs, making Standard the lowest paid tier [565a09]. This is confirmed by the pricing page snippet showing 'Start for free' for the Hobby plan and 'Standard. For developers with ML apps in production. $100 + compute /month' [https://www.cerebrium.ai/pricing]."", 'lowest_paid_tier_annual_price': 'The Standard tier costs $100 per month plus compute costs [565a09]. Annual price calculation: $100/month × 12 months = $1,200/year. Note: This is the base tier fee; actual costs will vary based on compute usage, which is billed separately on a per-second basis. The $1,200 represents only the monthly subscription fee portion, not including variable compute costs [565a09].'}"
Beam,Plus,2400.0,"{'tier_name': ""The lowest paid tier is 'Plus' according to the pricing page for Beam (trybeam.com), a construction and financial management software [91f6a2]. This product has a free Core tier, so Plus is the lowest paid option."", 'lowest_paid_tier_annual_price': ""The Plus tier costs $200 per month when billed annually [91f6a2]. Annual price calculation: $200 * 12 months = $2,400 USD. Note: Multiple products named 'Beam' exist (beam.cloud with Team tier at $1,068/year [d63d5a], and beam.gg with Basic tier at $156/year [923322]), but trybeam.com appears to be the primary Beam SaaS product based on search prominence.""}"
Loom,Business,180.0,"{'tier_name': ""The lowest paid tier is called 'Business' as confirmed from the official Loom pricing page [948087]."", 'lowest_paid_tier_annual_price': 'The Business plan costs $15 USD per user per month when billed annually [948087]. This converts to $180 annually ($15 × 12 months). Note that Loom also offers a free Starter tier, but the task specifically requests the lowest paid tier, which is the Business plan.'}"
Zoom,Pro,159.96,"{'tier_name': ""The tier name 'Pro' was identified from Zoom's official pricing page at https://zoom.us/pricing. This is Zoom Workplace Pro, the lowest-cost paid tier, as the Basic tier is free and Enterprise requires contacting sales [7d2065]."", 'lowest_paid_tier_annual_price': ""The Pro tier is priced at $13.33 per user per month when billed annually. Multiplying by 12 months gives $159.96 per user per year. This pricing was obtained directly from Zoom's official pricing page [7d2065]. Note that this is per-user pricing; organizations may need multiple licenses depending on their size.""}"
Mux,Launch,240.0,"{'tier_name': ""The lowest paid tier is called 'Launch' according to Mux's official pricing page [b34cf6]. This is a pre-paid plan tier distinct from their free tier and usage-based 'Pay as you go' tier which includes complimentary monthly credit."", 'lowest_paid_tier_annual_price': ""Launch tier costs $20 per month [b34cf6], which calculates to $240 annually ($20 × 12 months). This was confirmed as the lowest paid tier on Mux's pricing page dated 2026-01-21. The 'Pay as you go' tier is technically free to start but includes usage-based charges beyond the $20 monthly credit, making Launch the lowest flat-rate paid tier. Mux also offers higher-tier plans (Scale at $500/month and Enterprise with custom pricing), but Launch represents the minimum paid commitment.""}"
Cloudinary,Plus,1068.0,"{'tier_name': ""The lowest paid tier is named 'Plus' according to Cloudinary's official pricing page [426943]. This tier is the cheapest paid option available, with a Free tier also offered but not counting as a paid tier."", 'lowest_paid_tier_annual_price': ""The Plus tier costs $89 per month when billed yearly, which equals $1,068 annually [426943]. This information was obtained directly from Cloudinary's official pricing page (https://cloudinary.com/pricing) as of 2026-01-21.""}"
Imgix,Starter,300.0,"{'tier_name': ""Imgix offers multiple pricing tiers, including a Free tier and several paid tiers. The lowest paid tier is called 'Starter (Credits-based)' according to the official Imgix pricing page [605b80]."", 'lowest_paid_tier_annual_price': 'The Starter tier is priced at $25 per month, which equals $300 annually ($25 × 12 months). This is the lowest-cost paid tier available on Imgix, below the Basic tier at $75/month ($900/year). Retrieved from https://www.imgix.com/pricing [605b80].'}"
Uploadcare,Pro,792.0,"{'tier_name': ""The Pro tier is identified as the lowest paid tier on Uploadcare's official pricing page [baa322]. The page lists four tiers: Free, Pro, Business, and Enterprise. Pro is the lowest paid option."", 'lowest_paid_tier_annual_price': ""The Pro tier costs $66 per month according to Uploadcare's official pricing page [baa322]. The annual price is calculated as $66 × 12 = $792 USD. This information was retrieved directly from https://uploadcare.com/pricing/ and was last updated on 2026-01-21.""}"
Calendly,Standard,120.0,"{'tier_name': ""The lowest paid tier is called 'Standard' as stated on the official Calendly pricing page [41345a]."", 'lowest_paid_tier_annual_price': 'The Standard tier costs $10 per seat per month when billed yearly, which equals $120 per seat annually [41345a]. This is the lowest priced paid plan, as Calendly also offers a free plan and higher-tier plans (Teams at $16/month billed yearly, and Enterprise at $15,000+/year). The calculation: $10/month × 12 months = $120/year [41345a].'}"
Cal.com,Teams,180.0,"{'tier_name': ""The Teams tier is identified as Cal.com's lowest paid tier on their official pricing page. This tier starts at $15 per month per user and includes features like team scheduling, round-robin scheduling, collective events, routing forms, team workflows, insights, branding removal, and email/chat support [a94406]."", 'lowest_paid_tier_annual_price': ""The annual price is calculated from the stated monthly price of $15 per user/month multiplied by 12 months, resulting in $180 per user per year [a94406]. Cal.com's pricing page explicitly states Teams starts at $15 per month/user, with a free tier available for individuals but Teams being the lowest-cost paid option. The pricing information was retrieved directly from https://cal.com/pricing [a94406].""}"
SavvyCal,Basic,144.0,"{'tier_name': ""The lowest paid tier is named 'Basic' according to SavvyCal's official pricing page [8a4671]. This is the cheapest paid plan available, with a free tier also existing but not counted as a 'paid tier' per the task requirements."", 'lowest_paid_tier_annual_price': 'The Basic tier costs $12/user/month, which calculates to $144/user/year annually ($12 × 12 months) [8a4671]. This is the lowest paid tier pricing found on the official SavvyCal pricing page. Note that the pricing is per-user, though the annual price requested has been calculated based on the monthly rate multiplied by 12 as instructed.'}"
TidyCal,Individual Plan,29.0,"{'tier_name': ""According to TidyCal's official pricing page (accessed 2026-01-21), the lowest paid tier is called the 'Individual Plan' [5df4e4]."", 'lowest_paid_tier_annual_price': 'The Individual Plan costs $29 as a one-time payment (not a recurring annual subscription) [5df4e4]. Unlike typical SaaS products with monthly or annual billing, TidyCal uses a lifetime/one-time payment model. The price reported is $29, which is the total cost for this tier. This is not an annual recurring fee but rather a single lifetime payment.'}"
Reclaim.ai,Starter,120.0,"{'tier_name': ""The lowest paid tier is called 'Starter' as shown on Reclaim.ai's official pricing page [75f009]."", 'lowest_paid_tier_annual_price': ""The Starter tier costs $120 per seat annually according to Reclaim.ai's official pricing page [75f009]. This pricing reflects the annual billing rate with a 20% discount applied compared to monthly billing ($10/month × 12 months = $120/year).""}"
